number,title,category,dept,question,answer,comment
468,인하공전 재학중이신 선배님들 도와주세요!,입시 상담,항공운항과,"면접 1차는 약 한달 2차는 두달 정도 남은 지금 시점에서 혼자 인하공전 항공과 면접 준비 많이 어려울까요?…
경쟁률도 높고 항공과 지망하는 학생들이 갈망하는 학교라는걸 알지만 이미지가 인하공전과 잘 맞다는 소리를 들었거든요…
다른 학과 면접 준비 하다가 인하공전 항공과에 한번 도전 해보려고 하는데 과외를 받아 보는게 좋을까요? 🤍ㅜㅜ

그리고 작년부터 면접 영어지문 읽기가 없어진건가요???","영어지문읽기는 없고 사실 면접준비를 안 해도 붙는 학생들 있습니다.
근데 진짜 간절히 오고싶으면 과외라도 하는거 추천드립니다.
면접의 기본은 알아야한다고 생각해요!",[질문자]감사합니다!!!!!!
469,좋은 학점 받기가 어렵나요?,전공/진로,화공환경과,"학점 4.0은 따야 좋은 기업 들어갈 수 있다고 들었습니다. 
4.0이면 엄청 높은 학점 같은데 학점따기 많이 힘든가요? 
고등학교때 이상으로 공부해야 4.0 이상 받을 수 있나요?",고등학교때 보단 덜 했는데 4점대 나온거 같아요,None
469,좋은 학점 받기가 어렵나요?,전공/진로,화공환경과,"학점 4.0은 따야 좋은 기업 들어갈 수 있다고 들었습니다. 
4.0이면 엄청 높은 학점 같은데 학점따기 많이 힘든가요? 
고등학교때 이상으로 공부해야 4.0 이상 받을 수 있나요?",그냥 교안만 완벽히 외우시면 가능합니다,None
469,좋은 학점 받기가 어렵나요?,전공/진로,화공환경과,"학점 4.0은 따야 좋은 기업 들어갈 수 있다고 들었습니다. 
4.0이면 엄청 높은 학점 같은데 학점따기 많이 힘든가요? 
고등학교때 이상으로 공부해야 4.0 이상 받을 수 있나요?","과 마다 다릅니다.
항기과 기준으로 노력이 좀 필요합니다",None
469,좋은 학점 받기가 어렵나요?,전공/진로,화공환경과,"학점 4.0은 따야 좋은 기업 들어갈 수 있다고 들었습니다. 
4.0이면 엄청 높은 학점 같은데 학점따기 많이 힘든가요? 
고등학교때 이상으로 공부해야 4.0 이상 받을 수 있나요?",화공 상대평가면 좀 힘들어요 4년제 갔다온분도 있고 다 열심히 하는 편이라,None
470,인하공전 패디 vs 유한대 패디,입시 상담,패션디자인과,이런 질문 좀 민폐일 수도 있지만 정보가 너무 없어서 여쭤봅니다. 어디가 좀 더 나을까요?,아 이건 무조건 인하공전이죠~~ 물어보실 것도 없습니다,None
470,인하공전 패디 vs 유한대 패디,입시 상담,패션디자인과,이런 질문 좀 민폐일 수도 있지만 정보가 너무 없어서 여쭤봅니다. 어디가 좀 더 나을까요?,유한대 면접도 안보잖아요 성의성의성의,None
470,인하공전 패디 vs 유한대 패디,입시 상담,패션디자인과,이런 질문 좀 민폐일 수도 있지만 정보가 너무 없어서 여쭤봅니다. 어디가 좀 더 나을까요?,고민이 되시면 유한대 가시면 됩니다!,None
471,항공운항과 소개팅,대학 생활,전체,많이 들어온다는데 진짜인가요?,"저는 항운과 아닌데 항운과 친구 보니까 장난 아니더라구요,, 부러웡",[질문자]소문이 사실이군녀ㅠㅠ
471,항공운항과 소개팅,대학 생활,전체,많이 들어온다는데 진짜인가요?,네.. 항운과 얘기 들어보니까 연고대애들 많이 만나던데요,None
472,면접 질문,입시 상담,항공운항과,마스크 쓰고 면접 보는지 궁금합니다!,벗고 봅니다!!!!!!!!!!!!!!!,[질문자]감사해요ㅠㅠㅠ
473,서비스과는 일진들이 많이 가나요?,전공/진로,전체,학창시절 공부안하고 일진이었던 애들이 인하공전 서비스과에 많다는말이 사실인가요? 갑자기 무서워서요,서비스과도 과마다 차이가 있겠다만 생기부도 안 보고 성적도 별로 안 봐서 네 뭐…,None
473,서비스과는 일진들이 많이 가나요?,전공/진로,전체,학창시절 공부안하고 일진이었던 애들이 인하공전 서비스과에 많다는말이 사실인가요? 갑자기 무서워서요,솔직히 없지않아 있습니다 똥군기가 아직도 심해요 군대도 안갔으면서 ㅋㅋ,None
473,서비스과는 일진들이 많이 가나요?,전공/진로,전체,학창시절 공부안하고 일진이었던 애들이 인하공전 서비스과에 많다는말이 사실인가요? 갑자기 무서워서요,"서비스과 여자 인데요
전 그냥 평범한 소시민이었습니다! ㅋㅋㅋㅋ",None
473,서비스과는 일진들이 많이 가나요?,전공/진로,전체,학창시절 공부안하고 일진이었던 애들이 인하공전 서비스과에 많다는말이 사실인가요? 갑자기 무서워서요,"저희과는 놀던 친구들이 많긴 하지만 분위기 흐리는 일진 양아치가 아니라 노는거 좋아하면서 할건 또 하는 친구들이 많습니다 다들 공부 치열하게 하고 과제, 태도, 출석 등등 학점에 조금이라도 영향이 있으면 엄청 신경써요 아예 공부만 하다 온 친구들도 꽤 있습니다 과 분위기 좋아요",None
473,서비스과는 일진들이 많이 가나요?,전공/진로,전체,학창시절 공부안하고 일진이었던 애들이 인하공전 서비스과에 많다는말이 사실인가요? 갑자기 무서워서요,개~~~~많아요 근데 웃기는 노는 애들임 ㅋㅋㅋㅋㅋㅋ 질 나쁘고 분위기 흐리는 애들 ㄴㄴ,None
473,서비스과는 일진들이 많이 가나요?,전공/진로,전체,학창시절 공부안하고 일진이었던 애들이 인하공전 서비스과에 많다는말이 사실인가요? 갑자기 무서워서요,"뭐 문신하신분들은 꽤 있더라구요 
그 사람들이 어떤진 몰라용ㅎㅎ 
세상 어딜가던 질나쁜사람돠 좋은사람 다 있죠ㅎㅎ",None
473,서비스과는 일진들이 많이 가나요?,전공/진로,전체,학창시절 공부안하고 일진이었던 애들이 인하공전 서비스과에 많다는말이 사실인가요? 갑자기 무서워서요,"댓글도 그렇고 말을 왜 그렇게 하시는 지 모르겠는데 서비스과 뿐만이 아니라 어느 과든 질 나쁜 사람은 꼭 있기마련이에요,, 저희 과 같은 경우는 제 주변만 그랬던건진 모르겠지만 기본 인성도 갖춰져있었고 각자 위치에서 아무리 못해도 본인 할 일은 하는 사람들 뿐이었어요 내신 비율이 적어서 그렇게 보일 수도 있겠는데 애초에 흔히 말하는 일진분들은 오히려 전문대 오시면 못 버티세요 1학년 땐 공부하기 바쁘고 2학년 땐 취업준비 하느라 정신 없거든요 일진놀이 할 수 있는 여유가 없다는 겁니다! 오해하지 마시고, 입학해서 그런 사람이 있다고 한들 신경쓰지마세요 괜찮아요.",None
473,서비스과는 일진들이 많이 가나요?,전공/진로,전체,학창시절 공부안하고 일진이었던 애들이 인하공전 서비스과에 많다는말이 사실인가요? 갑자기 무서워서요,"사실 축제전에는 관심이 없었는데.. 
축제에서 상대해보니 공대보다 일진들 많은건 확실해요.
그냥 외모 꾸미는게 거의 인생의 전부인 사람들입니다.
나는 어떻게해서 스펙을 갖춰서 좋은데 가겠다는 생각보다는 인스타하고 이성꼬시는데에만 관심이 대체로 많은거 같아요. 경험해보시면 자연스럽게 알게됩니다",[답변자]전부 일진은 아닌데 공대보다 비율은 높다는 느낌이 있어요
474,검정ㄱ시,입시 상담,항공기계과,검정고시 인데 내신 6.5 항공기계 가능?,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 작년도 내신 보시고 오십쇼,None
474,검정ㄱ시,입시 상담,항공기계과,검정고시 인데 내신 6.5 항공기계 가능?,ㅋㅋㅋㅋㅋㅋㅋㅋ 아무리 그래도 항기인데 .. 너무하시네,None
474,검정ㄱ시,입시 상담,항공기계과,검정고시 인데 내신 6.5 항공기계 가능?,수석으로 입학가능합니다! ㅅㅇㅅㅇㅅㅇㅅㅇ,None
474,검정ㄱ시,입시 상담,항공기계과,검정고시 인데 내신 6.5 항공기계 가능?,검고인데 6.5면 쉽지 않은데 ㅆㅋㅋㅋㅋㅋ,None
475,작년 입시결과가,입시 상담,실내건축과,"1차 최종등록 등급이 4.9던데
저는 5.1? 5? 정도 되거든요
붙을 수 있을까요",입결은 계속 떨어지는 추세입니다 하지만 모든 입시가 그렇듯 장담할 수는 없을 듯 합니다,[질문자]답변 감사합니다
476,실내건축학과랑 실내건축과 차이가 뭔가요?,입시 상담,실내건축과,제곧내입니다,똑같습니다 작년부터 실내건축학과로 그냥 과 이름이 바뀐 것 뿐,None
477,학점따기 많이 힘든가요?,공부 방법,화공환경과,4.0 이상 받기 많이 힘든가요? 그리고 1학년 강의 안들으면 2학년 강의 진도 따라잡기 어려운가요?,4.0은 열심히 안하면 당연히 못받겠죠? 1학년 강의 안들을건대 왜 오실려는지도 이해가..,"[질문자]저 편입 준비하고 있어서요.  편입하면 무조건 2학년 1학기로 편입하는데 제 원래 전공이 화공쪽이 아니에요 ㅠㅠ;[답변자]아하 이번에 입학하는 신입생이신줄 알았습니다 4.0 받으시는건 힘드실 수 있어요 ㅜㅜ 원래 전공이 공대쪽이면 그래도 1학년 강의 안들어도 이해하시는데 수월하실 수도 있습니다.;[질문자]원래 전공은 국어국문학과라서 아마 이해 못할 것 같습니다 ㅠㅠ 
학기 시작전에 미리 공부해오면 좋은 과목이 있을까요?"
477,학점따기 많이 힘든가요?,공부 방법,화공환경과,4.0 이상 받기 많이 힘든가요? 그리고 1학년 강의 안들으면 2학년 강의 진도 따라잡기 어려운가요?,"개인적으로 2-1 비전공자면 따라가기 힘들어요 문과라면 더더욱,,,",None
477,학점따기 많이 힘든가요?,공부 방법,화공환경과,4.0 이상 받기 많이 힘든가요? 그리고 1학년 강의 안들으면 2학년 강의 진도 따라잡기 어려운가요?,그냥 공부하시면 됩니다.. 저도 문과출신이고 오기전에 그냥 놀았는데 4점대 잘 받았어요. 너무 걱정하지마세요,None
478,편입 준비생 조언 부탁드립니다,전공/진로,화공환경과,4년제 대학 문과 다니다가 답이 안보여서 자퇴하고 학점은행제로 인하공전 편입 준비중인 23살 백수입니다. 편입 성공한다면 2학년 1학기부터 시작하는데 제 원래 전공이 문과인데다가 학점은행제 화학 관련 과목도 많이 개설이 안돼서 관련 지식이 매우 짧은 탓에 강의 진도를 따라잡을 수 있을지 고민됩니다. 1학년 강의를 안들어도 강의 진도를 따라잡을 수 있을까요? 그리고 학점 4점대 이상 받기 위해서 어느 정도 공부해야 하나요?,None,None
479,내신 5.24인데 합격 가능할가요?,입시 상담,금속재료과,적정이라고는 하는데 불안하네요…,공부가 어려워....재공....어려워.......특성화였던 나....공부 힘들어..,None
479,내신 5.24인데 합격 가능할가요?,입시 상담,금속재료과,적정이라고는 하는데 불안하네요…,"매년 입시판은 바뀌고 예측은 불가능하기 때문이고 하향이고 상향이고 너무 신뢰하시면 안됩니다 전문대는 지원 횟수에 제한이 없으니 현역으로 대학을 가야하는 상황이라면 과도 하향 ,하향도 꼭 쓰세요! 과도하향으로 인공 온 재학생입니다..^^",[답변자]불가능하기 때문에 !
479,내신 5.24인데 합격 가능할가요?,입시 상담,금속재료과,적정이라고는 하는데 불안하네요…,다른과가셈.... ㄹㅇ 비추임 이름도 사실 왜 바뀐건지 모르겠는데 그냥 다른과 가십셔,None
480,색약이여도 항공정비사 할 수 있을까요?,입시 상담,항공기계과,인하공전 가고싶은데 색약이라서 고민되네요,색약이면 힘들어요 아쉽지만 다른쪽 알아보시는게 ..,None
481,"특성화고 전기,전자,신소재,산업공학 중에서 가능할까요?",입시 상담,전체,"대신 4.3입니다!..
갈수있을까요?",특성화 4.3 절대불가 내 손목을 겁니다,None
481,"특성화고 전기,전자,신소재,산업공학 중에서 가능할까요?",입시 상담,전체,"대신 4.3입니다!..
갈수있을까요?",특성화 4.3 재공 가능하ㄹ듯 나는 4.2로 옴,None
482,지금부터 면접준비...?,입시 상담,항공운항과,"저는 정말 평범한 일반고 이과 학생이고
인하공전식 3.6 인데 면접 준비 지금부터 한다고 해서 붙을 수 있을까요? 괜히 시간 낭비 인거같기도 하고
수능 공부도 최저때매 아예 안할 순 없어서 ㅠㅜ
키가 중요한지는 모르겠는데 165/51 입니다...
학원 한달이라도 다녀보는게 나을까요?",해보고싶으면 일단 하세요! 일단 해봐야 후회가 안남지요 면접이 다 라고 할만큼 중요하기 때문에 하시고 싶으시면 하루라도 빨리 시작하세요 근데 여긴 학원 안다니고 다른과 준비하면서 같이 면접보고 붙은분들도 꽤 있더라고요 본인하기 나름이지만 수시1차가 안되면 한달뒤에 2차도 있고 지금 시작하면 충분히 가능성있어요,[질문자]답변감사해요 ㅠㅠㅠㅠ 다시 계산해보니까  내신 3.3 인데 다른 지원자들보다 조금은 더 유리할수있을까요..?;[답변자]성적도 반영하니까 낮은거 보단 좋지만 높은 사람이 떨어지고 낮은사람이 붙기도 하는게 항공과이기 때문에 면접이 정말 중요하다고 생각해요
